The dilemma of subclinical hypothyroidism and renal complications in Type 2 diabetes.;/pubmed/26471107;Tatar E, Karan C, Kircelli F.;Diabet Med. 2016 Jan;;;;;;;;;;;;;;;
Sex of the baby and future maternal risk of Type 2 diabetes in women who had gestational diabetes.;/pubmed/26470996;Retnakaran R, Shah BR.;Diabet Med. 2016 Jul;;;;;;;;;;;;;;;
Use of continuous glucose monitoring in patients with diabetes on peritoneal dialysis: poor correlation with HbA1c and high incidence of hypoglycaemia.;/pubmed/26470840;Oei E, Samad N, Visser A, Chowdhury TA, Fan SL.;Diabet Med. 2016 Sep;;;;;;;;;;;;;;;
The Glucagon-Like Peptide 1 Receptor Agonist Exenatide Inhibits Small Intestinal Motility; Flow; Transit; and Absorption of Glucose in Healthy Subjects and Patients With Type 2 Diabetes: A Randomized Controlled Trial.;/pubmed/26470783;Thazhath SS, Marathe CS, Wu T, Chang J, Khoo J, Kuo P, Checklin HL, Bound MJ, Rigda RS, Crouch B, Jones KL, Horowitz M, Rayner CK.;Diabetes. 2016 Jan;;;;;;;;;;;;
In Vivo Platelet Activation and Aspirin Responsiveness in Type 1 Diabetes.;/pubmed/26470782;Zaccardi F, Rizzi A, Petrucci G, Ciaffardini F, Tanese L, Pagliaccia F, Cavalca V, Ciminello A, Habib A, Squellerio I, Rizzo P, Tremoli E, Rocca B, Pitocco D, Patrono C.;Diabetes. 2016 Feb;;;;;;;;;;;;;;;
Effects of interventions promoting monitoring of medication use and brief messaging on medication adherence for people with Type 2 diabetes: a systematic review of randomized trials.;/pubmed/26470750;Farmer AJ, McSharry J, Rowbotham S, McGowan L, Ricci-Cabello I, French DP.;Diabet Med. 2016 May;;;;;;;;;;;;;;;
Persistent Albuminuria in Children with Type 2 Diabetes: A Canadian Paediatric Surveillance Program Study.;/pubmed/26470688;Sellers EA, Hadjiyannakis S, Amed S, Dart AB, Dyck RF, Hamilton J, Langlois V, Panagiotopoulos C, Dean HJ.;J Pediatr. 2016 Jan;;;;;;;;;;;;;;;
Pancreatic hyperplasia after gastric bypass surgery in a GK rat model of non-obese type 2 diabetes.;/pubmed/26468390;Zhou X, Qian B, Ji N, Lui C, Liu Z, Li B, Zhou H, Yan C.;J Endocrinol. 2016 Jan;;;;;;;;;;;;;;;
Telemedicine compared with standard care in type 2 diabetes mellitus: A randomized trial in an outpatient clinic.;/pubmed/26468213;Rasmussen OW, Lauszus FF, Loekke M.;J Telemed Telecare. 2016 Sep;;;;;;;;;;;;;;;
Increased 30-day mortality in patients with diabetes undergoing surgery for colorectal cancer.;/pubmed/26467438;Fransgaard T, Thygesen LC, Gögenur I.;Colorectal Dis. 2016 Jan;;;;;;;;;;;;;;;
Effect of intermittent hypoxia on the cardiac HIF-1/VEGF pathway in experimental type 1 diabetes mellitus.;/pubmed/26467365;Güzel D, Dursun AD, Fıçıcılar H, Tekin D, Tanyeli A, Akat F, Topal Çelikkan F, Sabuncuoğlu B, Baştuğ M.;Anatol J Cardiol. 2016 Feb;;;;;;;;;;;;;;;
Innovations in plantar pressure and foot temperature measurements in diabetes.;/pubmed/26467347;Bus SA.;Diabetes Metab Res Rev. 2016 Jan;;;;;;;;;;;;;;;
Development and validation of the Screen for Early Eating Disorder Signs (SEEDS) in persons with type 1 diabetes.;/pubmed/26467220;Powers MA, Richter S, Ackard D, Craft C.;Eat Disord. 2016 May-Jun;;;;;;;;;;;;;;;
Effects of Resveratrol on Receptor for Advanced Glycation End Products (RAGE) Expression and Oxidative Stress in the Liver of Rats with Type 2 Diabetes.;/pubmed/26467029;Khazaei M, Karimi J, Sheikh N, Goodarzi MT, Saidijam M, Khodadadi I, Moridi H.;Phytother Res. 2016 Jan;;;;;;;;;;;;;;;
Efficacy and Safety of Risedronate in Osteoporosis Subjects with Comorbid Diabetes; Hypertension; and/or Dyslipidemia: A Post Hoc Analysis of Phase III Trials Conducted in Japan.;/pubmed/26466937;Inoue D, Muraoka R, Okazaki R, Nishizawa Y, Sugimoto T.;Calcif Tissue Int. 2016 Feb;;;;;;;;;;;;;
Whose quality of life is it anyway? Discrepancies between youth and parent health-related quality of life ratings in type 1 and type 2 diabetes.;/pubmed/26466834;Yi-Frazier JP, Hilliard ME, Fino NF, Naughton MJ, Liese AD, Hockett CW, Hood KK, Pihoker C, Seid M, Lang W, Lawrence JM.;Qual Life Res. 2016 May;;;;;;;;;;;;;;;
Insulin resistance and lipid profile during an oral glucose tolerance test in women with and without gestational diabetes mellitus.;/pubmed/26466813;Liang Z, Wu Y, Zhu X, Fang Q, Chen D.;J Obstet Gynaecol. 2016;;;;;;;;;;;;;;;
Mass Treatment With Bariatric Surgery for Type 2 Diabetes Mellitus--Reply.;/pubmed/26466125;Courcoulas AP, Jakicic JM.;JAMA Surg. 2016 Feb;;;;;;;;;;;;;;;
Effectiveness of early identification and electronic interventions for teens with risk factors for the development of heart disease and diabetes.;/pubmed/26465963;Webber P, Marsh W, Jung L, Gardiner M, James J, McMullan P.;J Am Assoc Nurse Pract. 2016 Jan;;;;;;;;;;;;;;;
Low-grade Albuminuria and Risk Factors of Atherosclerosis in Children with in Type 1 Diabetes.;/pubmed/26465830;Nazim J, Małachowska B, Fendler W, Starzyk J.;Exp Clin Endocrinol Diabetes. 2016 Jan;;;;;;;;;;;;;;;
Zinc Supplementation and the Effects on Pregnancy Outcomes in Gestational Diabetes: a Randomized; Double-blind; Placebo-controlled Trial.;/pubmed/26465829;Karamali M, Heidarzadeh Z, Seifati SM, Samimi M, Tabassi Z, Talaee N, Bahardoost H, Asemi Z.;Exp Clin Endocrinol Diabetes. 2016 Jan;;;;;;;;;;;;;
Mass Treatment With Bariatric Surgery for Type 2 Diabetes Mellitus.;/pubmed/26465788;Maiorino MI, Bellastella G, Esposito K.;JAMA Surg. 2016 Feb;;;;;;;;;;;;;;;
Genetic characteristics; clinical spectrum; and incidence of neonatal diabetes in the Emirate of AbuDhabi; United Arab Emirates.;/pubmed/26463504;Deeb A, Habeb A, Kaplan W, Attia S, Hadi S, Osman A, Al-Jubeh J, Flanagan S, DeFranco E, Ellard S.;Am J Med Genet A. 2016 Mar;;;;;;;;;;;;
How to achieve better effect of peer support among adults with type 2 diabetes: A meta-analysis of randomized clinical trials.;/pubmed/26463156;Zhang X, Yang S, Sun K, Fisher EB, Sun X.;Patient Educ Couns. 2016 Feb;;;;;;;;;;;;;;;
Retinoic acid receptor β2 agonists restore glycaemic control in diabetes and reduce steatosis.;/pubmed/26462866;Trasino SE, Tang XH, Jessurun J, Gudas LJ.;Diabetes Obes Metab. 2016 Feb;;;;;;;;;;;;;;;
Mobilization without immune depletion fails to restore immunological tolerance or preserve beta cell function in recent onset type 1 diabetes.;/pubmed/26462724;Haller MJ, Atkinson MA, Wasserfall CH, Brusko TM, Mathews CE, Hulme M, Cintron M, Shuster J, McGrail K, Posgai A, Schatz D.;Clin Exp Immunol. 2016 Mar;;;;;;;;;;;;;;;
Current Concepts in Diabetes Mellitus and Chronic Liver Disease: Clinical Outcomes; Hepatitis C Virus Association; and Therapy.;/pubmed/26462490;García-Compeán D, González-González JA, Lavalle-González FJ, González-Moreno EI, Villarreal-Pérez JZ, Maldonado-Garza HJ.;Dig Dis Sci. 2016 Feb;;;;;;;;;;;;;
Predictors of Gestational Diabetes Mellitus in Chinese Women with Polycystic Ovary Syndrome: A Cross-Sectional Study.;/pubmed/26461523;Zhang YJ, Jin H, Qin ZL, Ma JL, Zhao H, Zhang L, Chen ZJ.;Gynecol Obstet Invest. 2016;;;;;;;;;;;;;;;
Group prenatal care for women with gestational diabetes (.).;/pubmed/26461437;Mazzoni SE, Hill PK, Webster KW, Heinrichs GA, Hoffman MC.;J Matern Fetal Neonatal Med. 2016 Sep;;;;;;;;;;;;;;;
Colonic Hypersensitivity and Sensitization of Voltage-gated Sodium Channels in Primary Sensory Neurons in Rats with Diabetes.;/pubmed/26459453;Hu J, Song ZY, Zhang HH, Qin X, Hu S, Jiang X, Xu GY.;J Neurogastroenterol Motil. 2016 Jan 31;;;;;;;;;;;;;;;
Preeclampsia in pregnancies with and without diabetes: the associations with placental weight. A population study of 655 842 pregnancies.;/pubmed/26459283;Dypvik J, Strøm-Roum EM, Haavaldsen C, Vatten LJ, Eskild A.;Acta Obstet Gynecol Scand. 2016 Feb;;;;;;;;;;;;;;;
Effects of metformin on survival outcomes of lung cancer patients with type 2 diabetes mellitus: a meta-analysis.;/pubmed/26459254;Tian RH, Zhang YG, Wu Z, Liu X, Yang JW, Ji HL.;Clin Transl Oncol. 2016 Jun;;;;;;;;;;;;;;;
Evaluation of a Worksite Diabetes Education Program at a Large Urban Medical Center.;/pubmed/26458409;Renda S, Baernholdt M, Becker K.;Workplace Health Saf. 2016 Jan;;;;;;;;;;;;;;;
UCP1 -3826 A>G polymorphism affects weight; fat mass; and risk of type 2 diabetes mellitus in grade III obese patients.;/pubmed/26458326;Nicoletti CF, de Oliveira AP, Brochado MJ, de Oliveira BP, Pinhel MA, Marchini JS, dos Santos JE, Salgado Junior W, Silva Junior WA, Nonino CB.;Nutrition. 2016 Jan;;;;;;;;;;;;;
Telmisartan combined with probucol effectively reduces urinary protein in patients with type 2 diabetes: A randomized double-blind placebo-controlled multicenter clinical study.;/pubmed/26458146;Zhu H, Chen X, Cai G, Zheng Y, Liu M, Liu W, Yao H, Wang Y, Li W, Wu H, Lun L, Zhang J, Guan X, Yin S, Zhuang X, Li J, Liu Y, Zhou C.;J Diabetes. 2016 Sep;;;;;;;;;;;;;;;
Genes associated with diabetes: potential for novel therapeutic targets?;/pubmed/26458049;Hara K, Kadowaki T, Odawara M.;Expert Opin Ther Targets. 2016;;;;;;;;;;;;;;;
Periodontitis contributes to aberrant metabolism in type 2 diabetes mellitus rats by stimulating the expression of adipokines.;/pubmed/26456152;Luo S, Yang X, Wang D, Ni J, Wu J, Xu Z, Xuan D, Zhang J.;J Periodontal Res. 2016 Aug;;;;;;;;;;;;;;;
Family history of diabetes and the risk of subclinical atherosclerosis.;/pubmed/26455871;Park GM, Cho YR, Lee SW, Yun SC, Gil EH, Kim DW, Kim TS, Kim CJ, Cho JS, Park MW, Her SH, Kim YH, Yang DH, Kang JW, Lim TH, Jung CH, Koh EH, Lee WJ, Kim MS, Lee KU, Kim HK, Choe J, et al.;Diabetes Metab. 2016 Jun;;;;;;;;;;;;;;;
The Systematic Design of a Behavioural Mobile Health Application for the Self-Management of Type 2 Diabetes.;/pubmed/26455762;Goyal S, Morita P, Lewis GF, Yu C, Seto E, Cafazzo JA.;Can J Diabetes. 2016 Feb;;;;;;;;;;;;;;;
Association between diabetes and esophageal cancer; independent of obesity; in the United States Veterans Affairs population.;/pubmed/26455587;Dixon JL, Copeland LA, Zeber JE, MacCarthy AA, Reznik SI, Smythe WR, Rascoe PA.;Dis Esophagus. 2016 Oct;;;;;;;;;;;;;
Effect of folic acid supplementation on risk of new-onset diabetes in adults with hypertension in China: Findings from the China Stroke Primary Prevention Trial (CSPPT).;/pubmed/26455512;Qin X, Li J, Zhang Y, Chen D, Wang B, He M, Fu J, Tang G, Cai Y, Shi X, Xu X, Hou FF, Wang X, Huo Y.;J Diabetes. 2016 Mar;;;;;;;;;;;;;;;
Amy Tenderich: a trailblazer for diabetes innovation.;/pubmed/26455480;Lobo P.;Lancet Diabetes Endocrinol. 2016 Jan;;;;;;;;;;;;;;;
Serum Levels of Brain-Derived Neurotrophic Factor Are Associated with Diabetes Risk; Complications; and Obesity: a Cohort Study from Chinese Patients with Type 2 Diabetes.;/pubmed/26454822;Li B, Lang N, Cheng ZF.;Mol Neurobiol. 2016 Oct;;;;;;;;;;;;;
Clinically significant chronic liver disease in people with Type 2 diabetes: the Edinburgh Type 2 Diabetes Study.;/pubmed/26454513;Morling JR, Fallowfield JA, Guha IN, Williamson RM, Ali M, Glancy S, Strachan MW, Price JF.;QJM. 2016 Apr;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
A novel 5HT3 antagonist 4i (N-(3-chloro-2-methylphenyl)quinoxalin-2-carboxamide) prevents diabetes-induced depressive phenotypes in mice: Modulation of serotonergic system.;/pubmed/26454237;Gupta D, Thangaraj D, Radhakrishnan M.;Behav Brain Res. 2016 Jan 15;;;;;;;;;;;;;;;
"Short comment on ""A review of potential metabolic etiologies of the observed association between red meat consumption and development of type 2 diabetes mellitus"""; by Yoona Kim; Jennifer Keogh; Peter Clifton.;/pubmed/26453522;Kuipers RS, Pruimboom L.;Metabolism. 2016 Jan;;;;;;;;;;;;
Where frailty meets diabetes.;/pubmed/26453435;Perkisas S, Vandewoude M.;Diabetes Metab Res Rev. 2016 Jan;;;;;;;;;;;;;;;
High prevalence of hepatic fibrosis in the setting of coexisting diabetes and hepatic steatosis: A case for selective screening in the general population?;/pubmed/26452752;Ahmed A, Perumpail RB, Harrison SA.;Hepatology. 2016 Jan;;;;;;;;;;;;;;;
[The impact of mellitus diabetes on the lower urinary tract: A review of Neuro-urology Committee of the French Association of Urology].;/pubmed/26452712;Capon G, Caremel R, de Sèze M, Even A, Fontaine S, Loche CM, Bart S, Castel-Lacanal E, Duchêne F, Karsenty G, Mouracade P, Perrouin-Verbe MA, Phé V, Rey D, Scheiber-Nogueira MC, Gamé X.;Prog Urol. 2016 Mar;;;;;;;;;;;;;;;
Surgical management of Charcot neuroarthropathy of the ankle and hindfoot in patients with diabetes.;/pubmed/26452590;Wukich DK, Raspovic KM, Hobizal KB, Sadoskas D.;Diabetes Metab Res Rev. 2016 Jan;;;;;;;;;;;;;;;
Bariatric Surgery in Type 1 Diabetes Mellitus: A Systematic Review.;/pubmed/26452482;Mahawar KK, De Alwis N, Carr WR, Jennings N, Schroeder N, Small PK.;Obes Surg. 2016 Jan;;;;;;;;;;;;;;;
The impact of acute kidney injury in diabetes mellitus.;/pubmed/26452246;Johnson F, Phillips D, Talabani B, Wonnacott A, Meran S, Phillips AO.;Nephrology (Carlton). 2016 Jun;;;;;;;;;;;;;;;
Switched LPV Glucose Control in Type 1 Diabetes.;/pubmed/26452196;Colmegna PH, Sanchez-Pena RS, Gondhalekar R, Dassau E, Doyle FJ.;IEEE Trans Biomed Eng. 2016 Jun;;;;;;;;;;;;;;;
Association of Depressive and Anxiety Disorders With Diagnosed Versus Undiagnosed Diabetes: An Epidemiological Study of 90;686 Participants.;/pubmed/26452174;Meurs M, Roest AM, Wolffenbuttel BH, Stolk RP, de Jonge P, Rosmalen JG.;Psychosom Med. 2016 Feb-Mar;;;;;;;;;;;;;;
Insulin Pumps in Type 1 Diabetes with Mental Disorders: Real-Life Clinical Data Indicate Discrepancies to Recommendations.;/pubmed/26451621;Prinz N, Bächle C, Becker M, Berger G, Galler A, Haberland H, Meusers M, Mirza J, Plener PL, von Sengbusch S, Thienelt M, Holl RW;;;;;;;;;;;;;;;;
Type 2 diabetes and pre-diabetic abnormalities in patients with bipolar disorders.;/pubmed/26451510;Leopold K, Reif A, Haack S, Bauer M, Bury D, Löffler A, Kittel-Schneider S, Pfeiffer S, Sauer C, Schwarz P, Pfennig A.;J Affect Disord. 2016 Jan 1;;;;;;;;;;;;;;;
A SNP in the Immunoregulatory Molecule CTLA-4 Controls mRNA Splicing In Vivo but Does Not Alter Diabetes Susceptibility in the NOD Mouse.;/pubmed/26450994;Jakubczik F, Jones K, Nichols J, Mansfield W, Cooke A, Holmes N.;Diabetes. 2016 Jan;;;;;;;;;;;;;;;
Immunoproteomic Profiling of Antiviral Antibodies in New-Onset Type 1 Diabetes Using Protein Arrays.;/pubmed/26450993;Bian X, Wallstrom G, Davis A, Wang J, Park J, Throop A, Steel J, Yu X, Wasserfall C, Schatz D, Atkinson M, Qiu J, LaBaer J.;Diabetes. 2016 Jan;;;;;;;;;;;;;;;
Efficacy and safety of canagliflozin when used in conjunction with incretin-mimetic therapy in patients with type 2 diabetes.;/pubmed/26450639;Fulcher G, Matthews DR, Perkovic V, de Zeeuw D, Mahaffey KW, Mathieu C, Woo V, Wysham C, Capuano G, Desai M, Shaw W, Vercruysse F, Meininger G, Neal B;;;;;;;;;;;;;;;;
Similar risk of exercise-related hypoglycaemia for insulin degludec to that for insulin glargine in patients with type 1 diabetes: a randomized cross-over trial.;/pubmed/26450456;Heise T, Bain SC, Bracken RM, Zijlstra E, Nosek L, Stender-Petersen K, Rabøl R, Rowe E, Haahr HL.;Diabetes Obes Metab. 2016 Feb;;;;;;;;;;;;;;;
The genetic and regulatory architecture of ERBB3-type 1 diabetes susceptibility locus.;/pubmed/26450151;Kaur S, Mirza AH, Brorsson CA, Fløyel T, Størling J, Mortensen HB, Pociot F;;;;;;;;;;;;;;;;
Hypomagnesemia and the Risk of New-Onset Diabetes Mellitus after Kidney Transplantation.;/pubmed/26449610;Huang JW, Famure O, Li Y, Kim SJ.;J Am Soc Nephrol. 2016 Jun;;;;;;;;;;;;;;;
Adjunctive Local Delivery of Aloe Vera Gel in Patients With Type 2 Diabetes and Chronic Periodontitis: A Randomized; Controlled Clinical Trial.;/pubmed/26447752;Pradeep AR, Garg V, Raju A, Singh P.;J Periodontol. 2016 Mar;;;;;;;;;;;;;;
PTEN Regulates Renal Extracellular Matrix Deposit via Increased CTGF in Diabetes Mellitus.;/pubmed/26447680;Zhu L, Zhao S, Liu S, Liu Q, Li F, Hao J.;J Cell Biochem. 2016 May;;;;;;;;;;;;;;;
Methods for Building and Validating Equations for Physiology-Based Mathematical Models: Glucose Metabolism and Type 2 Diabetes in the Archimedes Model.;/pubmed/26446913;Eddy DM, Schlessinger L.;Med Decis Making. 2016 Apr;;;;;;;;;;;;;;;
Perforin facilitates beta cell killing and regulates autoreactive CD8+ T-cell responses to antigen in mouse models of type 1 diabetes.;/pubmed/26446877;Trivedi P, Graham KL, Krishnamurthy B, Fynch S, Slattery RM, Kay TW, Thomas HE.;Immunol Cell Biol. 2016 Apr;;;;;;;;;;;;;;;
Brachial-to-radial systolic blood pressure amplification in patients with type 2 diabetes mellitus.;/pubmed/26446391;Climie RE, Picone DS, Keske MA, Sharman JE.;J Hum Hypertens. 2016 Jun;;;;;;;;;;;;;;;
The Effect of Changes in Cardiorespiratory Fitness and Weight on Obstructive Sleep Apnea Severity in Overweight Adults with Type 2 Diabetes.;/pubmed/26446118;Kline CE, Reboussin DM, Foster GD, Rice TB, Strotmeyer ES, Jakicic JM, Millman RP, Pi-Sunyer FX, Newman AB, Wadden TA, Zammit G, Kuna ST;;;;;;;;;;;;;;;;
The role of obestatin in roux-en-Y gastric bypass-induced remission of type 2 diabetes mellitus.;/pubmed/26445403;Wang JL, Xu XH, Zhang XJ, Li WH.;Diabetes Metab Res Rev. 2016 Sep;;;;;;;;;;;;;;;
Maternal serum atrial natriuretic peptide (ANP) and brain-type natriuretic peptide (BNP) levels in gestational diabetes mellitus.;/pubmed/26445241;Yuksel MA, Alici Davutoglu E, Temel Yuksel I, Kucur M, Ekmekci H, Balci Ekmekci O, Uludag S, Uludag S, Madazli R.;J Matern Fetal Neonatal Med. 2016;;;;;;;;;;;;;;;
Response to Carlsson et al.: Prevalence and incidence of diabetes mellitus: a nationwide population-based pharmaco-epidemiological study in Sweden.;/pubmed/26444576;Jansson SP, Fall K, Brus O, Magnuson A, Wändell P, Östgren CJ, Rolandsson O.;Diabet Med. 2016 Aug;;;;;;;;;;;;;;;
Childhood Bereavement and Type 1 Diabetes: a Danish National Register Study.;/pubmed/26444317;Virk J, Ritz B, Li J, Obel C, Olsen J.;Paediatr Perinat Epidemiol. 2016 Jan;;;;;;;;;;;;;;;
Low prevalence of long-term breastfeeding among women with type 2 diabetes.;/pubmed/26443893;Herskin CW, Stage E, Barfred C, Emmersen P, Ladefoged Nichum V, Damm P, Mathiesen ER.;J Matern Fetal Neonatal Med. 2016;;;;;;;;;;;;;;;
Basement membrane stiffening promotes retinal endothelial activation associated with diabetes.;/pubmed/26443820;Yang X, Scott HA, Monickaraj F, Xu J, Ardekani S, Nitta CF, Cabrera A, McGuire PG, Mohideen U, Das A, Ghosh K.;FASEB J. 2016 Feb;;;;;;;;;;;;;;;
Characteristics of coronary artery lesion in patients with and without diabetes mellitus.;/pubmed/26443747;Jia S, Mi S, Zhou Y, Zheng H, Yang H.;Ir J Med Sci. 2016 May;;;;;;;;;;;;;;;
Impact of Diabetes Mellitus on Head and Neck Cancer Patients Undergoing Surgery.;/pubmed/26443478;Raikundalia MD, Fang CH, Spinazzi EF, Vazquez A, Park RC, Baredes S, Eloy JA.;Otolaryngol Head Neck Surg. 2016 Feb;;;;;;;;;;;;;;;
Does nutritional counseling in telemedicine improve treatment outcomes for diabetes? A systematic review and meta-analysis of results from 92 studies.;/pubmed/26442959;Su D, McBride C, Zhou J, Kelley MS.;J Telemed Telecare. 2016 Sep;;;;;;;;;;;;;;;
Rapamycin Increases Mortality in db/db Mice; a Mouse Model of Type 2 Diabetes.;/pubmed/26442901;Sataranatarajan K, Ikeno Y, Bokov A, Feliers D, Yalamanchili H, Lee HJ, Mariappan MM, Tabatabai-Mir H, Diaz V, Prasad S, Javors MA, Ghosh Choudhury G, Hubbard GB, Barnes JL, Richardson A, Kasinath BS.;J Gerontol A Biol Sci Med Sci. 2016 Jul;;;;;;;;;;;;;;
Response to 'Effect of metabolic components on incident type 2 diabetes mellitus in nonalcoholic fatty liver disease subjects'.;/pubmed/26442842;Fukuda T, Hamaguchi M, Fukui M.;Liver Int. 2016 Mar;;;;;;;;;;;;;;;
Diabetes Management in Older Adults: Seeing the Forest for the Trees.;/pubmed/26441215;Sherifali D.;Can J Diabetes. 2016 Feb;;;;;;;;;;;;;;;
Impact of a Serious Videogame Designed for Flexible Insulin Therapy on the Knowledge and Behaviors of Children with Type 1 Diabetes: The LUDIDIAB Pilot Study.;/pubmed/26440963;Joubert M, Armand C, Morera J, Tokayeva L, Guillaume A, Reznik Y.;Diabetes Technol Ther. 2016 Feb;;;;;;;;;;;;;;;
Evaluation of Blood Glucose Meter Efficacy in an Antenatal Diabetes Clinic.;/pubmed/26440810;McGrath RT, Donnelly VC, Glastras SJ, Preda VA, Sheriff N, Ward P, Hocking SL, Fulcher GR.;Diabetes Technol Ther. 2016 Feb;;;;;;;;;;;;;;;
Gestational diabetes mellitus in women with multiple pregnancies: is the metabolic abnormality milder?;/pubmed/26440703;Caimari F, Ramos A, Pujol I, García-Patterson A, Adelantado JM, Corcoy R.;J Matern Fetal Neonatal Med. 2016;;;;;;;;;;;;;;;
Drug-Induced Diabetes Mellitus: Evidence for Statins and Other Drugs Affecting Glucose Metabolism.;/pubmed/26440603;Anyanwagu U, Idris I, Donnelly R.;Clin Pharmacol Ther. 2016 Apr;;;;;;;;;;;;;;;
The Impact of Comprehensive Pre-visit Preparation on Patient Engagement and Quality of Care in a Population of Underserved Patients with Diabetes: Evidence from the Care Management Medical Home Center Model.;/pubmed/26440513;Rivo J, Page TF, Arrieta A, Amofah SA, McCann S, Kassaye H, Rodriguez A, Williams ML.;Popul Health Manag. 2016 Jun;;;;;;;;;;;;;;;
HbA1c and all-cause mortality risk among patients with type 2 diabetes.;/pubmed/26440458;Li W, Katzmarzyk PT, Horswell R, Wang Y, Johnson J, Hu G.;Int J Cardiol. 2016 Jan 1;;;;;;;;;;;;;;;
The effects of metformin treatment of gestational diabetes on maternal weight and glucose tolerance postpartum--a prospective follow-up study.;/pubmed/26439816;Pellonperä O, Rönnemaa T, Ekblad U, Vahlberg T, Tertti K.;Acta Obstet Gynecol Scand. 2016 Jan;;;;;;;;;;;;;;;
Fear of hypoglycemia in adults with type 1 diabetes: impact of therapeutic advances and strategies for prevention - a review.;/pubmed/26439754;Martyn-Nemeth P, Schwarz Farabi S, Mihailescu D, Nemeth J, Quinn L.;J Diabetes Complications. 2016 Jan-Feb;;;;;;;;;;;;;;;
Essential oil of Zygophyllum album inhibits key-digestive enzymes related to diabetes and hypertension and attenuates symptoms of diarrhea in alloxan-induced diabetic rats.;/pubmed/26439719;Mnafgui K, Kchaou M, Ben Salah H, Hajji R, Khabbabi G, Elfeki A, Allouche N, Gharsallah N.;Pharm Biol. 2016 Aug;;;;;;;;;;;;;;;
The value of short- and long-acting glucagon-like peptide-1 agonists in the management of type 2 diabetes mellitus: experience with exenatide.;/pubmed/26439329;Guo XH.;Curr Med Res Opin. 2016;;;;;;;;;;;;;;;
Relationship Between Left Ventricular Structural and Metabolic Remodeling in Type 2 Diabetes.;/pubmed/26438611;Levelt E, Mahmod M, Piechnik SK, Ariga R, Francis JM, Rodgers CT, Clarke WT, Sabharwal N, Schneider JE, Karamitsos TD, Clarke K, Rider OJ, Neubauer S.;Diabetes. 2016 Jan;;;;;;;;;;;;;;;
Non-coding genome functions in diabetes.;/pubmed/26438568;Cebola I, Pasquali L.;J Mol Endocrinol. 2016 Jan;;;;;;;;;;;;;;;
Relationship between myostatin and irisin in type 2 diabetes mellitus: a compensatory mechanism to an unfavourable metabolic state?;/pubmed/26438394;García-Fontana B, Reyes-García R, Morales-Santana S, Ávila-Rubio V, Muñoz-Garach A, Rozas-Moreno P, Muñoz-Torres M.;Endocrine. 2016 Apr;;;;;;;;;;;;;;;
The relationship between parenting stress and parent-child interaction with health outcomes in the youngest patients with type 1 diabetes (0-7 years).;/pubmed/26438336;Nieuwesteeg AM, Hartman EE, Aanstoot HJ, van Bakel HJ, Emons WH, van Mil E, Pouwer F.;Eur J Pediatr. 2016 Mar;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
Training Cambodian Village Health Support Guides in Diabetes Prevention: Effects on Guides' Knowledge and Teaching Activities Over 6 Months.;/pubmed/26438042;Wagner J, Keuky L, Fraser-King L, Kuoch T, Scully M.;Int J Behav Med. 2016 Apr;;;;;;;;;;;;;;;
Chamomile tea improves glycemic indices and antioxidants status in patients with type 2 diabetes mellitus.;/pubmed/26437613;Zemestani M, Rafraf M, Asghari-Jafarabadi M.;Nutrition. 2016 Jan;;;;;;;;;;;;;;;
Diagnostic Accuracies of Glycated Hemoglobin; Fructosamine; and Homeostasis Model Assessment of Insulin Resistance in Predicting Impaired Fasting Glucose; Impaired Glucose Tolerance; or New Onset Diabetes After Transplantation.;/pubmed/26437275;Rosettenstein K, Viecelli A, Yong K, Nguyen HD, Chakera A, Chan D, Dogra G, Lim EM, Wong G, Lim WH.;Transplantation. 2016 Jul;;;;;;;;;;;
Polymorphisms rs144723656; rs2268574; and rs2268575 of the glucokinase gene are not associated with obese women with type 2 diabetes mellitus.;/pubmed/26436570;Frigeri HR, Auwerter NC, Koczicki L, Martins LT, de Souza EM, Alberton D, de Moraes Rego FG, Picheth G.;Clin Biochem. 2016 Jan;;;;;;;;;;;;;
Comparison of insulin degludec with insulin detemir in type 1 diabetes: a 1-year treat-to-target trial.;/pubmed/26435472;Davies M, Sasaki T, Gross JL, Bantwal G, Ono Y, Nishida T, Tojjar D, Seino H.;Diabetes Obes Metab. 2016 Jan;;;;;;;;;;;;;;;
PAX4 Gene Transfer Induces α-to-β Cell Phenotypic Conversion and Confers Therapeutic Benefits for Diabetes Treatment.;/pubmed/26435408;Zhang Y, Fava GE, Wang H, Mauvais-Jarvis F, Fonseca VA, Wu H.;Mol Ther. 2016 Feb;;;;;;;;;;;;;;;
Factors associated with failure to achieve a glycated haemoglobin target of <8.0% in the Action to Control Cardiovascular Risk in Diabetes (ACCORD) trial.;/pubmed/26435375;Drake TC, Hsu FC, Hire D, Chen SH, Cohen RM, McDuffie R, Nylen E, O'Connor P, Rehman S, Seaquist ER.;Diabetes Obes Metab. 2016 Jan;;;;;;;;;;;;;;;
